rank,name,age,country,track,date,minutes,seconds
1875,Malwina Grudysz                  ,LC1,POL,Zakopane (POL)           ,9-Feb-20,2,3139
1876,Johanna Östlund                  ,L30,SWE,Västerås (SWE)           ,19-Jan-20,2,3143
1877,Annemay Kootstra                 ,LB2,NED,Groningen (NED)          ,2-Nov-19,2,3144
1877,Sofiya Tkachenko                 ,LC1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,3144
1879,Fimke Anna Giliam                ,LSA,NED,Heerenveen (NED)         ,29-Feb-20,2,3146
1879,Milou Rijksbaron                 ,LB2,NED,Haarlem (NED)            ,8-Mar-20,2,3146
1881,Polina Martynova                 ,LC2,RUS,Kolomna (RUS)            ,7-Dec-19,2,3147
1882,Iris Kuijs                       ,LB1,NED,Heerenveen (NED)         ,7-Dec-19,2,3148
1883,Donna Pronk                      ,LC2,NED,Hoorn (NED)              ,24-Nov-19,2,3149
1884,Ekaterina Rozhkova               ,LB1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,315
1884,Carla Alvarez Fernandez          ,LB1,ESP,Zakopane (POL)           ,20-Dec-19,2,315
1886,Kristina Demina                  ,LC2,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,3151
1887,Maud Biezen                      ,LYA,NED,Tilburg (NED)            ,8-Mar-20,2,3152
1888,Vera Kochneva                    ,LC2,RUS,Olenegorsk (RUS)         ,6-Feb-20,2,3155
1889,Courtney Anderson                ,LN2,USA,Salt Lake City (USA)     ,1-Sep-19,2,3156
1889,Anouk Obdam                      ,LB1,NED,Heerenveen (NED)         ,11-Dec-19,2,3156
1889,Fleur Smits                      ,LYA,NED,Dronten (NED)            ,29-Feb-20,2,3156
1892,Elize Feenstra                   ,LC1,NED,Hoorn (NED)              ,1-Dec-19,2,3157
1893,Lola Brugger                     ,LC2,AUT,Inzell (GER)             ,24-Nov-19,2,3158
1894,Anastasiya Dmitrieva             ,LB1,RUS,Kolomna (RUS)            ,5-Nov-19,2,3159
1894,Wendy van der Ham                ,L45,NED,Heerenveen (NED)         ,30-Nov-19,2,3159
1896,Ekaterina Kozlova (2003.03)      ,LB2,RUS,Irkutsk (RUS)            ,3-Jan-20,2,3161
1897,Aruzhan Zhumabaj                 ,LC1,KAZ,Nur-Sultan (KAZ)         ,6-Nov-19,2,3162
1897,Sophia van der Laan              ,LN1,NED,Heerenveen (NED)         ,22-Feb-20,2,3162
1897,Aruzhan Asanbekova               ,LC2,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,2,3162
1900,Alva Winroth                     ,LB2,SWE,Heerenveen (NED)         ,28-Feb-20,2,3165
1901,Menghan Shi                      ,L? ,CHN,Harbin (CHN)             ,4-Jan-20,2,3166
1902,Astrid Janssen                   ,L55,NED,Heerenveen (NED)         ,30-Nov-19,2,3167
1903,Gracie Reynoldson                ,LC2,CAN,Calgary (CAN)            ,10-Nov-19,2,3168
1904,Munisa Islombekova               ,LA1,RUS,Chelyabinsk (RUS)        ,23-Oct-19,2,317
1904,Renske Overbosch                 ,LB1,NED,Haarlem (NED)            ,29-Feb-20,2,317
1906,Maria Gasyna                     ,LC2,POL,Tomaszów-Mazowiecki (POL),9-Nov-19,2,3172
1907,Polina Parshina                  ,LB1,RUS,Moscow (RUS)             ,21-Jan-20,2,3173
1908,Martine Solem                    ,LYA,NOR,Bjugn (NOR)              ,15-Feb-20,2,3177
1909,Yuliya Bikmetova                 ,LC1,RUS,Moscow (RUS)             ,21-Jan-20,2,3182
1909,Satoko Kawasaki                  ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,3182
1911,Ulyana Telegina                  ,LC1,RUS,Kolomna (RUS)            ,24-Feb-20,2,3183
1912,Jessica Fridland                 ,LC2,GER,Inzell (GER)             ,24-Nov-19,2,3185
1912,Kristýna Nemcová                 ,LYA,CZE,Inzell (GER)             ,5-Jan-20,2,3185
1914,Susanne Prins                    ,LC2,NED,Heerenveen (NED)         ,18-Jan-20,2,3187
1915,Sandra van Wijngaarden           ,L45,NED,Heerenveen (NED)         ,30-Nov-19,2,3188
1915,Julia Kalityńska                 ,LB2,POL,Inzell (GER)             ,23-Feb-20,2,3188
1917,Pastel Riemersma                 ,LC1,NED,Heerenveen (NED)         ,2-Mar-20,2,3193
1918,Kristina Kozlova                 ,LB1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,3195
1919,Sterre Pikaar                    ,LB1,NED,Heerenveen (NED)         ,23-Dec-19,2,3202
1920,Amalie Haugerud Teig             ,LYA,NOR,Hamar (NOR)              ,1-Dec-19,2,3208
1920,Karina Savchenko                 ,LC1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,3208
1922,Sofya Godovanskaya               ,LB1,RUS,Kolomna (RUS)            ,7-Mar-20,2,3209
1923,Suzanne Beets                    ,LSA,NED,Heerenveen (NED)         ,21-Dec-19,2,3213
1924,Lara Schneidersmann              ,LB2,GER,Inzell (GER)             ,16-Oct-19,2,3217
1924,Anna Timmerman                   ,LN1,NED,Collalbo (ITA)           ,19-Dec-19,2,3217
1924,Elizaveta Zharczova              ,LC1,RUS,Kolomna (RUS)            ,11-Jan-20,2,3217
1927,Gwen Iris Steg                   ,LC1,NED,Heerenveen (NED)         ,18-Nov-19,2,3221
1928,Diede Wallet                     ,LB1,NED,Heerenveen (NED)         ,2-Mar-20,2,3225
1929,Esmiralda Akhmedova              ,LB1,RUS,Olenegorsk (RUS)         ,6-Feb-20,2,3229
1930,Viktoriya Shibakova              ,LC1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,323
1930,Alieke Jonkman                   ,LB2,NED,Heerenveen (NED)         ,3-Feb-20,2,323
1932,Julia Budna                      ,LB1,POL,Zakopane (POL)           ,20-Dec-19,2,3231
1932,Ilona Churina                    ,LC1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,3231
1934,Cecile Ferraro                   ,LC2,CAN,Calgary (CAN)            ,11-Jan-20,2,3233
1935,Elizaveta Barinova               ,LB2,RUS,Kolomna (RUS)            ,5-Nov-19,2,3234
1935,Mia Pastoors                     ,LB2,GER,Inzell (GER)             ,29-Dec-19,2,3234
1937,Dionne Gaffel                    ,LN3,NED,Hoorn (NED)              ,12-Jan-20,2,3237
1938,Lisa van der Spek                ,LSA,NED,Haarlem (NED)            ,9-Nov-19,2,3239
1939,Viktoriya Paramonova             ,LB2,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,3243
1940,Marley Soldan                    ,LYA,USA,Salt Lake City (USA)     ,1-Sep-19,2,3246
1940,Julia Grzywińska                 ,LYA,POL,Zakopane (POL)           ,18-Jan-20,2,3246
1942,Karyna Novikava (2005)           ,LC2,BLR,Minsk (BLR)              ,31-Jan-20,2,3248
1942,Outi Pinomäki                    ,L50,FIN,Berlin (GER)             ,22-Feb-20,2,3248
1942,Maud Salomons                    ,LC1,NED,Deventer (NED)           ,11-Mar-20,2,3248
1945,Lieneke Vijn                     ,LC2,NED,Heerenveen (NED)         ,16-Nov-19,2,3249
1945,Nena Vollering                   ,LA1,NED,Den Haag (NED)           ,8-Dec-19,2,3249
1945,Sarina van Dijk                  ,LA2,NED,Breda (NED)              ,11-Jan-20,2,3249
1948,Sarah Weiner                     ,LB2,GER,Inzell (GER)             ,18-Jan-20,2,325
1949,Ismena Wuls                      ,LC2,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,3252
1950,Yuliya Kislukhina                ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,3254
1951,Dorianne Kok                     ,LSA,NED,Deventer (NED)           ,14-Dec-19,2,3255
1951,Juliette Vaillancourt            ,LB2,CAN,Lake Placid (USA)        ,1-Mar-20,2,3255
1951,Marit Damen                      ,LYA,NED,Tilburg (NED)            ,8-Mar-20,2,3255
1954,Olesya Glebova                   ,LB2,RUS,Chelyabinsk (RUS)        ,11-Mar-20,2,3258
1955,Britt Bijker                     ,LC2,NED,Inzell (GER)             ,22-Oct-19,2,326
1956,Sofiya Krechun-Galyatina         ,L? ,RUS,Moscow (RUS)             ,21-Nov-19,2,3261
1957,Tialda Gerritsma                 ,L50,NED,Heerenveen (NED)         ,30-Nov-19,2,3262
1958,Jessica Uhlemann                 ,LSA,GER,Inzell (GER)             ,16-Nov-19,2,3266
1958,Isabela Vargas                   ,LYA,COL,Salt Lake City (USA)     ,7-Mar-20,2,3266
1960,Vitaliya Kovaleva                ,LC2,RUS,Divnogorsk (RUS)         ,7-Mar-20,2,3268
1961,Aruzhan Iskuzhinova              ,LC2,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,3271
1961,Elina Nuriazova                  ,LB2,RUS,Kolomna (RUS)            ,5-Nov-19,2,3271
1963,Anastasiya Glushkova (2002)      ,LA1,RUS,Kirov (RUS)              ,27-Dec-19,2,3274
1963,Svetlana Shhegolkova             ,L? ,RUS,Kolomna (RUS)            ,7-Mar-20,2,3274
1965,Anastasiya Etenko                ,LA1,RUS,Moscow (RUS)             ,5-Nov-19,2,3275
1966,Kristina Chegurova               ,LC2,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,3277
1966,Mariya Matasova                  ,LC2,RUS,Kolomna (RUS)            ,7-Mar-20,2,3277
1968,Eliska Fackenbergova             ,LC1,CZE,Inzell (GER)             ,24-Nov-19,2,3284
1969,Alena Mikhalchenko               ,LC2,RUS,Divnogorsk (RUS)         ,7-Mar-20,2,329
1970,Dana Aleksandrenok               ,LYA,BLR,Minsk (BLR)              ,13-Mar-20,2,3295
1971,Ekaterina Bobrova                ,LC2,RUS,Omsk (RUS)               ,6-Feb-20,2,3303
1972,Isa van der Veen                 ,LC2,NED,Heerenveen (NED)         ,7-Dec-19,2,3305
1972,Elliot Kellough                  ,LB1,CAN,Calgary (CAN)            ,11-Jan-20,2,3305
1974,Ingrid Huizing                   ,LN2,NED,Enschede (NED)           ,4-Jan-20,2,3306
1974,Erin Padbury                     ,LC2,CAN,Calgary (CAN)            ,16-Feb-20,2,3306
1976,Émanuelle Leclerc                ,LC1,CAN,Red Deer (CAN)           ,9-Feb-20,2,3307
1976,Vivien Kovács                    ,LA2,HUN,Budapest (HUN)           ,22-Feb-20,2,3307
1978,Nienke van Assema                ,LB2,NED,Heerenveen (NED)         ,21-Dec-19,2,3308
1979,Jennifer van Leeuwen             ,LB1,NED,Erfurt (GER)             ,25-Jan-20,2,3317
1980,Varvara Skalaczkaya              ,LC2,RUS,Minsk (BLR)              ,23-Aug-19,2,3321
1981,Emma Kristiansen Østby           ,LC2,NOR,Bjugn (NOR)              ,15-Feb-20,2,3322
1981,Maja Bodnar                      ,LC2,POL,Inzell (GER)             ,23-Feb-20,2,3322
1983,Reina Mino                       ,L? ,JPN,Obihiro (JPN)            ,23-Nov-19,2,3328
1983,Ruon Ozawa                       ,L? ,JPN,Obihiro (JPN)            ,7-Dec-19,2,3328
1983,Fay Persoon                      ,LB2,NED,Den Haag (NED)           ,21-Dec-19,2,3328
1983,Tatyana Ananchenkova             ,L? ,RUS,Irkutsk (RUS)            ,3-Jan-20,2,3328
1987,Honoka Nakajima                  ,L? ,JPN,Obihiro (JPN)            ,7-Dec-19,2,3333
1988,Nicole Ligia Constantinescu      ,LA2,ROU,Zakopane (POL)           ,20-Dec-19,2,3334
1988,Anna Trefilova                   ,LB2,RUS,Kirov (RUS)              ,27-Dec-19,2,3334
1988,Kiki Amemiya                     ,L? ,JPN,Nagano (JPN)             ,6-Jan-20,2,3334
1991,Nina Milch Vinslid               ,LC2,NOR,Hamar (NOR)              ,1-Dec-19,2,3335
1992,Linda Krikke                     ,L45,NED,Heerenveen (NED)         ,30-Nov-19,2,3336
1993,Dorien Heeres                    ,LC1,NED,Groningen (NED)          ,7-Mar-20,2,3337
1994,Marleen Fransen                  ,LB1,NED,Enschede (NED)           ,26-Oct-19,2,3338
1995,Janine Garretsen                 ,LYA,NED,Eindhoven (NED)          ,2-Feb-20,2,3339
1996,Kokoa Naito                      ,L? ,JPN,Kushiro (JPN)            ,22-Feb-20,2,3341
1997,Sae Hirata                       ,L? ,JPN,Morioka (JPN)            ,22-Feb-20,2,3342
1998,Ute Zillmann                     ,L60,GER,Berlin (GER)             ,22-Feb-20,2,3343
1999,Chanel Chabot                    ,LC2,CAN,Calgary (CAN)            ,11-Jan-20,2,3346
1999,Jagoda Owczarek                  ,LA1,POL,Tomaszów-Mazowiecki (POL),31-Jan-20,2,3346
2001,Sanne Loozeman                   ,LB2,NED,Deventer (NED)           ,3-Nov-19,2,3349
2002,Anke Preuß                       ,L50,GER,Berlin (GER)             ,4-Jan-20,2,335
2003,Sascha Stoop                     ,LN3,NED,Heerenveen (NED)         ,7-Dec-19,2,3351
2004,Yana Sanina                      ,LB1,RUS,Chelyabinsk (RUS)        ,4-Mar-20,2,3353
2005,Evy September                    ,L35,BEL,Heerenveen (NED)         ,11-Mar-20,2,3357
2006,Karin Terhürne                   ,L50,NED,Heerenveen (NED)         ,14-Dec-19,2,3358
2006,Julia Mandzelowska               ,LC1,POL,Inzell (GER)             ,23-Feb-20,2,3358
2008,Zlata Semenova                   ,LC2,RUS,Minsk (BLR)              ,23-Aug-19,2,336
2008,Anastasiya Taskaeva              ,LA1,RUS,Perm (RUS)               ,25-Jan-20,2,336
2010,Mylou Oldeman                    ,LB1,NED,Heerenveen (NED)         ,15-Feb-20,2,3364
2011,Milena Guzik                     ,LB2,RUS,Moscow (RUS)             ,11-Feb-20,2,3365
2012,Anna Arlt                        ,L35,GER,Inzell (GER)             ,8-Feb-20,2,3369
2013,Mees Prenen                      ,LC1,NED,Haarlem (NED)            ,8-Dec-19,2,3373
2014,Mieke Heine                      ,L45,NED,Heerenveen (NED)         ,21-Dec-19,2,3379
2014,Marina Lukina                    ,LB2,RUS,Chelyabinsk (RUS)        ,11-Mar-20,2,3379
2016,Nola Sloot                       ,LA2,NED,Den Haag (NED)           ,17-Nov-19,2,3382
2017,Viktoria Hrytsenko               ,LA1,UKR,Minsk (BLR)              ,19-Jan-20,2,3383
2018,Marith van der Vegt              ,LC2,NED,Groningen (NED)          ,15-Feb-20,2,3384
2019,Olga Ivanova (1981)              ,L35,RUS,Kolomna (RUS)            ,7-Dec-19,2,3389
2020,Rebeka Vancsó                    ,LYA,HUN,Budapest (HUN)           ,22-Feb-20,2,3391
2021,Viktoriya Edidina                ,LB2,RUS,Chelyabinsk (RUS)        ,23-Oct-19,2,3393
2021,Isabella Main                    ,LA1,USA,Roseville (USA)          ,7-Dec-19,2,3393
2023,Lotte van den Noort              ,LB1,NED,Enschede (NED)           ,28-Dec-19,2,3394
2024,Iris Knol                        ,LB2,NED,Groningen (NED)          ,29-Feb-20,2,3398
2025,Iris Manthee                     ,L55,GER,Berlin (GER)             ,4-Jan-20,2,34
2025,Katsiaryna Yeshman               ,LYA,BLR,Minsk (BLR)              ,13-Mar-20,2,34
2027,Willemijn Deen                   ,LC2,NED,Heerenveen (NED)         ,2-Mar-20,2,3402
2028,Anna Gavrilova                   ,L? ,RUS,Kolomna (RUS)            ,14-Dec-19,2,3403
2028,Nadia Dal Sie                    ,LC1,ITA,Inzell (GER)             ,1-Feb-20,2,3403
2030,Mara Agne                        ,LB2,NED,Amsterdam (NED)          ,1-Dec-19,2,3411
2030,Kristina Shumekova               ,L? ,KAZ,Nur-Sultan (KAZ)         ,16-Jan-20,2,3411
2032,Anzhelika Korotaeva              ,LYA,RUS,Kirov (RUS)              ,27-Dec-19,2,3412
2032,Mirai Maruko                     ,L? ,JPN,Kushiro (JPN)            ,22-Feb-20,2,3412
2034,Guylaine Larouche                ,L60,CAN,Salt Lake City (USA)     ,12-Oct-19,2,3413
2034,Julia Sokołowska                 ,LA2,POL,Tomaszów-Mazowiecki (POL),31-Jan-20,2,3413
2036,Mariya Budarina                  ,LC2,RUS,Moscow (RUS)             ,21-Jan-20,2,3416
2036,Leonie Peddemors                 ,LSA,NED,Heerenveen (NED)         ,29-Feb-20,2,3416
2038,Elizaveta Tarasova               ,L? ,BLR,Minsk (BLR)              ,13-Mar-20,2,3417
2039,Kámea Kovács                     ,LC1,HUN,Inzell (GER)             ,5-Jan-20,2,3418
2040,Vanessa Enriquez                 ,LSA,COL,Salt Lake City (USA)     ,7-Mar-20,2,3419
2041,Nathalie Touwen                  ,LSA,NED,Heerenveen (NED)         ,20-Jul-19,2,3422
2042,Ema Hinckley                     ,LA2,POR,Salt Lake City (USA)     ,18-Jan-20,2,3423
2042,Kim Reid                         ,L45,CAN,Collalbo (ITA)           ,24-Jan-20,2,3423
2044,Bloem Bouwman                    ,LC1,NED,Heerenveen (NED)         ,14-Dec-19,2,3427
2045,Ema Schneiderova                 ,LC1,CZE,Inzell (GER)             ,24-Nov-19,2,3429
2046,Ilse van Ipenburg                ,LSA,NED,Heerenveen (NED)         ,5-Oct-19,2,3431
2047,Ella Bredius                     ,LB1,NED,Heerenveen (NED)         ,9-Mar-20,2,344
2048,Nigara Muratova                  ,LC2,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,2,3442
2049,Margarita Garina                 ,LC1,RUS,Kolomna (RUS)            ,5-Nov-19,2,3443
2050,Ekaterina Kerdikoshvili          ,LC1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,3445
2051,Andrea de Winter                 ,L55,NED,Leeuwarden (NED)         ,21-Dec-19,2,3446
2051,Cassandra Tetrault               ,L35,CAN,Winnipeg (CAN)           ,25-Jan-20,2,3446
2053,Hanna Kovács                     ,LC2,HUN,Inzell (GER)             ,15-Feb-20,2,3454
2054,Darya Komysheva (2005)           ,LC2,RUS,Saint Petersburg (RUS)   ,28-Jan-20,2,3456
2054,Anastasiya Skrinnik              ,LA2,RUS,Chelyabinsk (RUS)        ,13-Feb-20,2,3456
2056,Lindsay Smart                    ,L? ,CAN,Roseville (USA)          ,7-Dec-19,2,3457
2056,Angelina Kokonova                ,LB2,RUS,Irkutsk (RUS)            ,14-Dec-19,2,3457
2058,Corien de Jong                   ,LC1,NED,Heerenveen (NED)         ,9-Mar-20,2,3458
2059,Veronica Dossi                   ,LC2,ITA,Collalbo (ITA)           ,8-Dec-19,2,346
2060,Marit Heijnen                    ,LC2,NED,Heerenveen (NED)         ,23-Nov-19,2,3462
2060,Froukje Elzinga                  ,LB1,NED,Groningen (NED)          ,29-Feb-20,2,3462
2062,Anouk Könst                      ,LC1,NED,Haarlem (NED)            ,29-Feb-20,2,3463
2063,Isabela Higuita                  ,LC1,COL,Salt Lake City (USA)     ,7-Mar-20,2,3464
2063,Myrthe Kuiper                    ,LYA,NED,Deventer (NED)           ,11-Mar-20,2,3464
2065,Kaja Kowohl                      ,LB1,GER,Erfurt (GER)             ,30-Nov-19,2,3465
2065,Amber Koot                       ,LC2,NED,Utrecht (NED)            ,16-Feb-20,2,3465
2067,Aleksandra Kazakova              ,LC1,RUS,Divnogorsk (RUS)         ,7-Mar-20,2,3467
2068,Zara Kroon                       ,LC1,NED,Heerenveen (NED)         ,9-Dec-19,2,347
2069,Carlijn Aarsen                   ,LA2,NED,Enschede (NED)           ,4-Jan-20,2,3471
2070,Victoria Urizar-Rojas            ,LN2,POL,Tomaszów-Mazowiecki (POL),27-Oct-19,2,3473
2070,Wendy Oostdam                    ,LSA,NED,Den Haag (NED)           ,4-Jan-20,2,3473
2072,So-Eun Park                      ,LC2,KOR,Seoul (KOR)              ,21-Feb-20,2,3476
2073,Aleksandra Muratova              ,LC1,RUS,Kolomna (RUS)            ,5-Nov-19,2,3486
2074,Rachelle Maassen                 ,LSA,NED,Enschede (NED)           ,15-Feb-20,2,349
2075,Nynke Tinga                      ,LC1,NED,Heerenveen (NED)         ,18-Nov-19,2,3491
2075,Elena Platonenko                 ,LB1,RUS,Irkutsk (RUS)            ,3-Jan-20,2,3491
2077,Gankhuyag Enkhzul                ,LB2,MGL,Ulaanbaatar (MGL)        ,18-Jan-20,2,3492
2078,Michaela Poplová                 ,LB2,CZE,Tomaszów-Mazowiecki (POL),28-Sep-19,2,3494
2078,Joelle Wubben                    ,LB2,NED,Den Haag (NED)           ,21-Dec-19,2,3494
2080,Karina Komolova                  ,LB2,RUS,Kolomna (RUS)            ,14-Dec-19,2,3495
2080,Jade Repko                       ,LC2,NED,Heerenveen (NED)         ,2-Mar-20,2,3495
2082,Elena Smirnova (2002)            ,LA1,RUS,Moscow (RUS)             ,25-Jan-20,2,3508
2083,Sona Takahashi                   ,L? ,JPN,Obihiro (JPN)            ,8-Sep-19,2,3511
2084,Elizaveta Pigareva               ,LC1,RUS,Chelyabinsk (RUS)        ,16-Nov-19,2,3514
2085,Viktoria Eistre                  ,LB1,EST,Collalbo (ITA)           ,11-Jan-20,2,3518
2086,Marcelina Gąsienica-Roj          ,LC2,POL,Tomaszów-Mazowiecki (POL),7-Mar-20,2,3519
2087,Samantha Buis                    ,LA1,NED,Heerenveen (NED)         ,16-Nov-19,2,3521
2087,Britt van der Linden             ,LYA,NED,Deventer (NED)           ,19-Jan-20,2,3521
2087,Polina Sivets                    ,LYB,BLR,Minsk (BLR)              ,13-Mar-20,2,3521
2090,Olga Andreeva                    ,LC2,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,3525
2090,Mariya Savilova                  ,LC1,RUS,Chelyabinsk (RUS)        ,11-Dec-19,2,3525
2092,Kirsi Korpijärvi                 ,L45,FIN,Seinäjoki (FIN)          ,26-Jan-20,2,3528
2093,Valeriya Evsega                  ,LC1,RUS,Chelyabinsk (RUS)        ,11-Mar-20,2,353
2094,Manon Koers                      ,LA2,NED,Groningen (NED)          ,29-Feb-20,2,3535
