rank,name,age,country,time,track,date
2819,Magdalena Stapińska              ,LC2,POL," 2.53,28",Zakopane (POL)           ,1/18/2020
2820,Tongyan Xing                     ,L? ,CHN," 2.53,32",Harbin (CHN)             ,12/7/2019
2821,Charlotte van der Meulen         ,LC1,NED," 2.53,38",Haarlem (NED)            ,10/26/2019
2822,Ismene Nobel                     ,LB1,NED," 2.53,41",Amsterdam (NED)          ,12/28/2019
2823,Chang Gao                        ,L? ,CHN," 2.53,42",Harbin (CHN)             ,12/7/2019
2824,Marijke van der Wal              ,L40,NED," 2.53,44",Utrecht (NED)            ,2/22/2020
2825,Anna Kolmykova                   ,LB1,RUS," 2.53,57",Divnogorsk (RUS)         ,3/7/2020
2826,Nicole Noom                      ,LYA,NED," 2.53,73",Haarlem (NED)            ,2/2/2020
2826,Marit Dee                        ,LA1,NED," 2.53,73",Haarlem (NED)            ,2/8/2020
2828,Jildou van Felius                ,LC2,NED," 2.53,74",Enschede (NED)           ,3/7/2020
2829,Aoife Marshall                   ,L? ,CAN," 2.53,75",Halifax (CAN)            ,1/25/2020
2830,Karina Varina                    ,LC2,RUS," 2.53,79",Vologda (RUS)            ,12/14/2019
2831,Vanessa Daza                     ,LN4,COL," 2.53,83",Salt Lake City (USA)     ,3/7/2020
2832,Viktoryia Kastsenich             ,LC1,BLR," 2.53,84",Minsk (BLR)              ,2/29/2020
2833,Merlijn Fock-Koldenhof           ,L40,NED," 2.53,88",Amsterdam (NED)          ,1/26/2020
2834,Maartje Mulders                  ,LN3,NED," 2.53,90",Breda (NED)              ,3/7/2020
2835,Albina Makhmudova                ,L? ,RUS," 2.53,93",Irkutsk (RUS)            ,1/3/2020
2836,Maud Westendorp                  ,L30,NED," 2.53,95",Tromsø (NOR)             ,2/9/2020
2837,Ekaterina Kuzmina (2006)         ,LC1,RUS," 2.53,97",Chelyabinsk (RUS)        ,12/11/2019
2838,Johanne Braathen                 ,LC1,NOR," 2.53,99",Hamar (NOR)              ,3/7/2020
2839,Nikita van den Hoek              ,LSA,NED," 2.54,02",Utrecht (NED)            ,12/28/2019
2839,Darya Chernykh                   ,LC1,RUS," 2.54,02",Irkutsk (RUS)            ,1/3/2020
2839,Sara Nermansdotter               ,L35,SWE," 2.54,02",Stockholm (SWE)          ,2/26/2020
2842,Xintong Liu                      ,L? ,CHN," 2.54,06",Harbin (CHN)             ,12/7/2019
2842,Leah Anderson                    ,LC2,CAN," 2.54,06",Calgary (CAN)            ,1/11/2020
2844,Viktoriya Pozdnyakova            ,LC1,RUS," 2.54,07",Chelyabinsk (RUS)        ,10/23/2019
2845,Marieke Geverinck                ,LN1,NED," 2.54,11",Deventer (NED)           ,11/23/2019
2846,Randi Hasselø                    ,L30,NOR," 2.54,12",Hamar (NOR)              ,1/4/2020
2847,Elizaveta Pavlova (2005)         ,LC2,RUS," 2.54,13",Saint Petersburg (RUS)   ,1/28/2020
2848,Anna Stecenkova                  ,L? ,RUS," 2.54,16",Moscow (RUS)             ,2/11/2020
2849,Marieke van der Zwaan            ,L35,NED," 2.54,20",Haarlem (NED)            ,2/8/2020
2850,Meena Rose                       ,LB1,USA," 2.54,23",Lake Placid (USA)        ,1/31/2020
2850,Elin de Roos                     ,LC2,NED," 2.54,23",Tilburg (NED)            ,3/1/2020
2852,Anna Shipulina                   ,L? ,KAZ," 2.54,28",Nur-Sultan (KAZ)         ,3/3/2020
2853,Ekaterina Pavlenko               ,LB1,RUS," 2.54,33",Chelyabinsk (RUS)        ,3/4/2020
2854,Elizaveta Katyukhina             ,LC1,RUS," 2.54,44",Kirov (RUS)              ,12/27/2019
2854,Inge de Nijs                     ,L50,NED," 2.54,44",Amsterdam (NED)          ,1/26/2020
2854,Jeike Wallinga                   ,L45,NED," 2.54,44",Nijmegen (NED)           ,3/8/2020
2857,Karina Dubrovceva                ,LYA,RUS," 2.54,55",Perm (RUS)               ,2/8/2020
2858,Denise van Vuuren                ,LB1,NED," 2.54,59",Utrecht (NED)            ,11/24/2019
2859,Marja Haartsen                   ,L45,NED," 2.54,61",Hamar (NOR)              ,12/29/2019
2860,Rachel van Vaalen                ,LC2,NED," 2.54,69",Haarlem (NED)            ,12/8/2019
2861,Betsie Slaghuis                  ,L60,NED," 2.54,89",Enschede (NED)           ,12/28/2019
2862,Canyang Jin                      ,L? ,CHN," 2.54,91",Harbin (CHN)             ,12/7/2019
2863,Anna Kadaeva                     ,L? ,RUS," 2.54,95",Kirov (RUS)              ,1/24/2020
2864,Ichinkhorloo Khulan              ,LC2,MGL," 2.54,97",Ulaanbaatar (MGL)        ,1/18/2020
2865,Diana Sartaeva                   ,L? ,KAZ," 2.55,09",Nur-Sultan (KAZ)         ,2/13/2020
2866,Tess Overvelde                   ,L? ,CAN," 2.55,14",Ottawa (CAN)             ,1/25/2020
2867,Angelique van Rijn               ,L30,NED," 2.55,21",Den Haag (NED)           ,3/8/2020
2868,Nathalie Boere-van Hanswijk      ,L35,NED," 2.55,25",Heerenveen (NED)         ,2/22/2020
2869,Polina Vasyutina                 ,L? ,KAZ," 2.55,27",Nur-Sultan (KAZ)         ,10/14/2019
2870,Franziska Siegert                ,LC2,GER," 2.55,29",Inzell (GER)             ,1/19/2020
2871,Elena Polozova                   ,LB1,RUS," 2.55,34",Ekaterinburg (RUS)       ,1/15/2020
2872,Jianuo Li                        ,L? ,CHN," 2.55,35",Harbin (CHN)             ,12/7/2019
2873,Sofya Ermolaeva                  ,LC1,RUS," 2.55,37",Olenegorsk (RUS)         ,12/21/2019
2874,Els Koetsier                     ,LC2,NED," 2.55,38",Haarlem (NED)            ,2/29/2020
2875,Maiken Nerstad Gundersen         ,LA1,NOR," 2.55,54",Bjugn (NOR)              ,2/15/2020
2876,Ortál Vriend                     ,LSA,NED," 2.55,56",Amsterdam (NED)          ,11/24/2019
2876,Iris Vergouwe                    ,LB1,NED," 2.55,56",Geleen (NED)             ,1/25/2020
2878,Ella Arruda-Kyriakidis           ,L? ,CAN," 2.55,62",Halifax (CAN)            ,1/25/2020
2879,Carla van Zantvliet              ,L50,NED," 2.55,67",Haarlem (NED)            ,2/15/2020
2880,Teresa Cutts                     ,LC1,CAN," 2.55,73",Calgary (CAN)            ,2/16/2020
2881,Albina Kalimullina               ,LB1,RUS," 2.55,78",Ekaterinburg (RUS)       ,1/15/2020
2882,Ekaterina Mutovkina              ,LB2,RUS," 2.55,80",Nizhny Novgorod (RUS)    ,12/17/2019
2883,Anna Perfileva                   ,LB2,RUS," 2.55,87",Chelyabinsk (RUS)        ,1/28/2020
2883,Kaylee Kisser                    ,L? ,CAN," 2.55,87",Calgary (CAN)            ,2/16/2020
2885,Angelina Mudreczova              ,LA1,RUS," 2.56,01",Chelyabinsk (RUS)        ,3/11/2020
2886,Marian Bosch-Rekveldt            ,L40,NED," 2.56,06",Den Haag (NED)           ,3/8/2020
2887,Sara van den Broek               ,LB1,NED," 2.56,11",Utrecht (NED)            ,3/1/2020
2888,Nyam-Osor Shirmentuya            ,LB1,MGL," 2.56,41",Ulaanbaatar (MGL)        ,1/18/2020
2889,Iris van den Helder              ,LYA,NED," 2.56,43",Den Haag (NED)           ,1/19/2020
2890,Senna Burgers                    ,LB1,NED," 2.56,46",Deventer (NED)           ,2/8/2020
2891,Sara Egers                       ,LA2,NED," 2.56,51",Deventer (NED)           ,1/25/2020
2892,Alina Kurdybajlo                 ,L? ,KAZ," 2.56,54",Nur-Sultan (KAZ)         ,11/21/2019
2893,Martha Teerenstra                ,LSA,NED," 2.56,62",Haarlem (NED)            ,11/10/2019
2894,Sanne Pieterse                   ,LC2,NED," 2.56,64",Den Haag (NED)           ,2/2/2020
2895,Joanna Izbiańska                 ,LC2,POL," 2.56,70",Zakopane (POL)           ,1/18/2020
2896,Birte Quaedvlieg                 ,LN4,NED," 2.56,83",Grefrath (GER)           ,11/23/2019
2896,Regan MacKinley                  ,L? ,CAN," 2.56,83",Halifax (CAN)            ,1/25/2020
2898,Viktoriya Deryabina              ,LC1,RUS," 2.56,88",Moscow (RUS)             ,1/25/2020
2899,Ilse Snoek-Hoogland              ,L35,NED," 2.56,90",Utrecht (NED)            ,2/22/2020
2900,Aneta Tomskikh                   ,L? ,RUS," 2.56,92",Irkutsk (RUS)            ,1/3/2020
2901,Anastasiya Kunycikova            ,LB1,RUS," 2.57,00",Ekaterinburg (RUS)       ,11/30/2019
2901,Darya Igumnova                   ,LN1,RUS," 2.57,00",Olenegorsk (RUS)         ,1/5/2020
2903,Guusje Zautsen                   ,LB1,NED," 2.57,09",Amsterdam (NED)          ,12/15/2019
2904,Mishel Mochan                    ,LC2,RUS," 2.57,17",Chelyabinsk (RUS)        ,3/4/2020
2905,Monica Cais                      ,L50,ITA," 2.57,21",Innsbruck (AUT)          ,1/17/2020
2906,Elena Azarova                    ,L65,RUS," 2.57,32",Kolomna (RUS)            ,12/7/2019
2907,Olga Artemenko                   ,L60,RUS," 2.57,41",Kolomna (RUS)            ,3/7/2020
2908,Darya Trostina                   ,L? ,RUS," 2.57,51",Nizhny Novgorod (RUS)    ,1/30/2020
2909,Miu Domon                        ,L? ,JPN," 2.57,55",Nikko (JPN)              ,12/21/2019
2910,Felicia Nilsson                  ,LC1,SWE," 2.57,62",Västerås (SWE)           ,12/15/2019
2911,Doreen Schmidt                   ,L40,GER," 2.57,63",Innsbruck (AUT)          ,1/17/2020
2912,Morgan Haslett                   ,L? ,CAN," 2.57,68",Halifax (CAN)            ,1/25/2020
2913,Shyanta Vleugel                  ,LN3,NED," 2.57,71",Alkmaar (NED)            ,11/9/2019
2914,Maika Sato                       ,L? ,JPN," 2.57,83",Morioka (JPN)            ,2/22/2020
2915,Gabriëlle Muilwijk               ,LA1,NED," 2.57,85",Den Haag (NED)           ,1/4/2020
2916,Marije de Nooij                  ,LYA,NED," 2.57,88",Haarlem (NED)            ,2/2/2020
2917,Anouk Naalden                    ,LB1,NED," 2.57,92",Breda (NED)              ,1/18/2020
2918,Eveline Krom                     ,LC1,NED," 2.58,17",Haarlem (NED)            ,2/29/2020
2919,Dana Kuchekeeva                  ,LC1,RUS," 2.58,20",Kirov (RUS)              ,1/11/2020
2920,Sascha Corbijn van Willenswaard  ,LC1,NED," 2.58,21",Haarlem (NED)            ,1/5/2020
2921,Matylda Mańkowska                ,LC1,POL," 2.58,25",Zakopane (POL)           ,1/18/2020
2922,Sofya Sukhikh                    ,LC1,RUS," 2.58,34",Chita (RUS)              ,3/12/2020
2923,Leela Braun                      ,L50,CAN," 2.58,39",Innsbruck (AUT)          ,1/17/2020
2924,Paula Barbieri                   ,LC1,GER," 2.58,45",München (GER)            ,1/12/2020
2925,Kira Vyalaya                     ,LC1,RUS," 2.58,52",Olenegorsk (RUS)         ,3/14/2020
2926,Karin Winnerstam                 ,L40,SWE," 2.58,55",Trollhättan (SWE)        ,2/15/2020
2927,Anna Stankiewicz                 ,L60,POL," 2.58,62",Tomaszów-Mazowiecki (POL),12/14/2019
2927,Ewa Janko-Mielcarska             ,L60,POL," 2.58,62",Tomaszów-Mazowiecki (POL),12/14/2019
2927,Amber Fransen                    ,LC1,NED," 2.58,62",Den Haag (NED)           ,2/2/2020
2930,Svetlana Samojlova               ,L? ,RUS," 2.58,66",Ekaterinburg (RUS)       ,11/30/2019
2931,Polina Chastikova                ,LB1,RUS," 2.59,09",Kirov (RUS)              ,12/27/2019
2932,Helena Braun                     ,LC2,POL," 2.59,16",Warsaw (POL)             ,2/29/2020
2933,Caroline Vervoorn                ,L45,NED," 2.59,18",Breda (NED)              ,2/8/2020
2934,Alisa Farkova                    ,LC1,RUS," 2.59,26",Saint Petersburg (RUS)   ,11/19/2019
2935,Anastasiya Malygina              ,LB2,RUS," 2.59,28",Saint Petersburg (RUS)   ,11/19/2019
2936,Maya Rakhmatullina               ,LC2,RUS," 2.59,35",Kolomna (RUS)            ,11/5/2019
2937,Darya Fominykh                   ,LA1,RUS," 2.59,41",Kirov (RUS)              ,12/27/2019
2938,Adelina Galiullina               ,LC2,RUS," 2.59,47",Chelyabinsk (RUS)        ,1/28/2020
2939,Anouk Volkers                    ,LB2,NED," 2.59,56",Alkmaar (NED)            ,1/26/2020
2939,Nienke Kruijt                    ,LSA,NED," 2.59,56",Den Haag (NED)           ,3/8/2020
2941,Sarah Hanson                     ,LYB,CAN," 2.59,59",Fort Saint John (CAN)    ,12/14/2019
2942,Myrthe Turk                      ,LA1,NED," 2.59,66",Den Haag (NED)           ,10/27/2019
2943,Karoline Vestre                  ,LYA,NOR," 2.59,73",Bjugn (NOR)              ,2/1/2020
2944,Natalya Panfilova                ,L? ,RUS," 2.59,76",Kolomna (RUS)            ,12/7/2019
2945,Emma de Koning                   ,LSA,NED," 2.59,81",Geleen (NED)             ,2/15/2020
2946,Veronika Korobejnikova           ,LC2,RUS," 2.59,88",Irkutsk (RUS)            ,12/14/2019
2947,Fenne Loijens                    ,LYA,NED," 3.00,35",Tilburg (NED)            ,3/8/2020
2948,Lisa Nilzén                      ,LYA,SWE," 3.00,36",Hamar (NOR)              ,12/1/2019
2949,Karolina Hartychová              ,LC1,CZE," 3.00,47",Tomaszów-Mazowiecki (POL),9/28/2019
2950,Marit van Keulen                 ,LC1,NED," 3.00,49",Utrecht (NED)            ,1/26/2020
2951,Tara Bluhm                       ,L? ,GER," 3.00,61",Frankfurt (GER)          ,1/25/2020
2952,Paola Gajdukevich                ,L? ,RUS," 3.00,82",Moscow (RUS)             ,11/21/2019
2953,Aleksandra Łozińska              ,LC2,POL," 3.00,86",Warsaw (POL)             ,2/29/2020
2954,Karina Norkulova                 ,LC2,RUS," 3.01,00",Chelyabinsk (RUS)        ,1/28/2020
2955,Nienke Verdoorn                  ,LC1,NED," 3.01,06",Tilburg (NED)            ,12/21/2019
2955,Melissa Buijnink                 ,LN3,NED," 3.01,06",Den Haag (NED)           ,3/8/2020
2957,Elizaveta Zheltoukhova           ,LB1,RUS," 3.01,08",Omsk (RUS)               ,2/6/2020
2958,Ramona van Leeuwen-van Noort     ,L50,NED," 3.01,10",Haarlem (NED)            ,1/5/2020
2959,Emily Doucette                   ,L? ,CAN," 3.01,15",Halifax (CAN)            ,1/25/2020
2960,Esmee van Randeraat              ,LYD,NED," 3.01,19",Den Haag (NED)           ,1/19/2020
2961,Leni Pastoors                    ,LC1,GER," 3.01,24",Grefrath (GER)           ,1/18/2020
2961,Polina Stepanova                 ,L? ,RUS," 3.01,24",Moscow (RUS)             ,2/11/2020
2963,Yilin Liu                        ,L? ,CAN," 3.01,43",Calgary (CAN)            ,1/11/2020
2964,Janny Straatsma                  ,L50,NED," 3.01,53",Eindhoven (NED)          ,2/15/2020
2965,Julia-Rosa Jansen                ,LC2,NED," 3.01,55",Haarlem (NED)            ,12/8/2019
2966,Anastasiya Raznoglazova          ,LC1,RUS," 3.01,59",Chita (RUS)              ,3/12/2020
2967,Philippa Draper                  ,LB1,GBR," 3.01,61",Seinäjoki (FIN)          ,2/22/2020
2968,Gurbazar Nomin-Erdene (2003)     ,LB2,MGL," 3.01,68",Ulaanbaatar (MGL)        ,1/18/2020
2969,Evita Lieste                     ,L30,NED," 3.01,80",Utrecht (NED)            ,3/1/2020
2970,Raiki Hatakeyama                 ,L? ,JPN," 3.01,86",Obihiro (JPN)            ,1/25/2020
2971,Seline Onrust                    ,LN1,NED," 3.01,89",Hoorn (NED)              ,12/1/2019
2972,Marie Hagenbach                  ,LN3,GER," 3.02,00",Berlin (GER)             ,1/4/2020
2973,Hilles Hamersley                 ,L55,CAN," 3.02,25",Collalbo (ITA)           ,1/24/2020
2974,Ingeborg Sjøthun                 ,LYB,NOR," 3.02,26",Stavanger (NOR)          ,1/22/2020
2974,Aleksandra Masur                 ,LB2,RUS," 3.02,26",Chelyabinsk (RUS)        ,1/28/2020
2974,Anna Maslennikova                ,LC2,RUS," 3.02,26",Chelyabinsk-Inga (RUS)   ,2/8/2020
2977,Hiroko Miyagawa                  ,L? ,JPN," 3.02,27",Fujikyu (JPN)            ,1/18/2020
2978,Kseniya Gordeeva                 ,LC2,RUS," 3.02,36",Chelyabinsk-Inga (RUS)   ,2/8/2020
2979,Mette Quaedflieg                 ,LA2,GER," 3.02,40",Grefrath (GER)           ,11/23/2019
2980,Joni Bos                         ,LC2,NED," 3.02,42",Alkmaar (NED)            ,11/16/2019
2980,Thea Larsen Mjøs                 ,LYA,NOR," 3.02,42",Bergen (NOR)             ,12/14/2019
2982,Anna Vesnyanaya                  ,LB2,RUS," 3.02,44",Birobidzhan (RUS)        ,12/14/2019
2982,Roos de Boer                     ,LA1,NED," 3.02,44",Alkmaar (NED)            ,1/18/2020
2984,Xi Sun                           ,L? ,CHN," 3.02,57",Harbin (CHN)             ,12/7/2019
2984,Annick Aarsen                    ,LN2,NED," 3.02,57",Haarlem (NED)            ,2/15/2020
2986,Valeriya Sharapova               ,L? ,RUS," 3.02,75",Irkutsk (RUS)            ,1/3/2020
2987,Darya Popova (2004)              ,LB1,RUS," 3.02,81",Vologda (RUS)            ,12/14/2019
2988,Yana Spurgyash                   ,L? ,BLR," 3.02,83",Minsk (BLR)              ,3/13/2020
2989,Mariya Davydova                  ,L? ,BLR," 3.02,88",Minsk (BLR)              ,3/13/2020
2990,Kristina Dunaeva                 ,LC1,RUS," 3.02,90",Chelyabinsk-Inga (RUS)   ,2/8/2020
2991,Zhanna Sosunova                  ,L45,RUS," 3.03,09",Kolomna (RUS)            ,2/29/2020
2992,Chuluuntsetseg Tsengelbayar      ,LB1,MGL," 3.03,21",Ulaanbaatar (MGL)        ,1/18/2020
2993,Amber Admiraal                   ,LN2,NED," 3.03,48",Alkmaar (NED)            ,11/9/2019
2994,Arina Gabova                     ,L? ,RUS," 3.03,51",Vologda (RUS)            ,12/14/2019
2995,Marianne Reece                   ,L50,AUS," 3.03,57",Innsbruck (AUT)          ,1/17/2020
2996,Fleur Jonker                     ,LYA,NED," 3.03,61",Alkmaar (NED)            ,2/15/2020
2996,Jente Zwijnenburg                ,LB2,NED," 3.03,61",Utrecht (NED)            ,2/23/2020
2998,Jamy Blaauw                      ,LYA,NED," 3.03,65",Haarlem (NED)            ,2/2/2020
2999,Tatyana Knyazeva                 ,LA1,RUS," 3.03,71",Olenegorsk (RUS)         ,1/5/2020
3000,Malou van Elburg                 ,LB1,NED," 3.03,75",Utrecht (NED)            ,3/1/2020
3001,Anna Fallscheer                  ,LB2,GER," 3.03,78",Inzell (GER)             ,1/18/2020
3002,Emma Kielstra                    ,LC1,NED," 3.03,82",Utrecht (NED)            ,2/29/2020
3003,Isabel Erasmus                   ,L? ,CAN," 3.03,92",Calgary (CAN)            ,2/16/2020
3004,Bryn Hallam                      ,LB1,CAN," 3.04,00",Fort Saint John (CAN)    ,9/14/2019
3005,Marjolijn Mönnink                ,L55,NED," 3.04,07",Utrecht (NED)            ,1/18/2020
3006,Valeriya Popova                  ,L? ,RUS," 3.04,11",Vologda (RUS)            ,12/14/2019
3007,Denise Ullrich                   ,L60,USA," 3.04,12",Lake Placid (USA)        ,1/31/2020
3008,Lisa Spruijt                     ,LC2,NED," 3.04,30",Haarlem (NED)            ,2/1/2020
3009,Valeriya Vlasova (2003)          ,LB2,RUS," 3.04,35",Vologda (RUS)            ,12/14/2019
3010,Marte Willemsen                  ,LA1,NED," 3.04,42",Eindhoven (NED)          ,2/8/2020
3011,Tanith Turner                    ,LN1,GBR," 3.04,47",Den Haag (NED)           ,12/8/2019
3012,Sophie Neil                      ,LC2,CAN," 3.04,50",Calgary (CAN)            ,2/16/2020
3013,Grace Sullivan                   ,L? ,CAN," 3.04,51",Halifax (CAN)            ,1/25/2020
3014,Sophie Kent-Purcell              ,L? ,CAN," 3.04,56",Halifax (CAN)            ,1/25/2020
3015,Natalya Kaloshina                ,L45,RUS," 3.04,66",Moscow (RUS)             ,1/25/2020
3016,Ella Cagle                       ,LC1,USA," 3.04,73",Roseville (USA)          ,1/25/2020
3017,Sofiya Dmitrieva                 ,LC2,RUS," 3.04,85",Perm (RUS)               ,2/8/2020
3018,Jiaman Ni                        ,L? ,CHN," 3.04,99",Harbin (CHN)             ,12/7/2019
3019,Janka Kiss                       ,L? ,HUN," 3.05,06",Budapest (HUN)           ,2/1/2020
3020,Irene Hörnschemeyer              ,LYB,GER," 3.05,12",Grefrath (GER)           ,2/29/2020
3021,Tessa Ruissen                    ,LC1,NED," 3.05,13",Haarlem (NED)            ,12/8/2019
3022,Polina Moiseeva                  ,L? ,RUS," 3.05,21",Irkutsk (RUS)            ,1/3/2020
3023,Diana Nosova                     ,LC1,RUS," 3.05,27",Kirov (RUS)              ,1/11/2020
3024,Iiris Vuorisalo                  ,L? ,FIN," 3.05,39",Seinäjoki (FIN)          ,3/7/2020
3025,Asiya Madaminova                 ,LYA,RUS," 3.05,43",Perm (RUS)               ,2/8/2020
3026,Josephine Verhaeren              ,L55,NED," 3.05,46",Eindhoven (NED)          ,2/15/2020
3027,Carlijn Kapelle                  ,LC2,NED," 3.05,58",Tønsberg (NOR)           ,1/26/2020
3028,Shanna van Kessel                ,LN3,NED," 3.05,66",Nijmegen (NED)           ,1/26/2020
3029,Galina Dubikova                  ,LC1,RUS," 3.05,67",Olenegorsk (RUS)         ,3/6/2020
3030,Sara Hemmer                      ,L60,NOR," 3.05,81",Geithus (NOR)            ,2/22/2020
3030,Irina Epimakhova                 ,LC2,RUS," 3.05,81",Chelyabinsk (RUS)        ,3/11/2020
3032,Arina Gereg                      ,L? ,RUS," 3.05,85",Saint Petersburg (RUS)   ,11/19/2019
3033,Simone Vogelaar                  ,LN2,NED," 3.05,93",Utrecht (NED)            ,11/30/2019
3034,Beike Biemans                    ,L40,NED," 3.06,15",Breda (NED)              ,2/16/2020
3035,Marielle Dijkers                 ,L45,NED," 3.06,38",Den Haag (NED)           ,3/8/2020
3036,Carol Moore                      ,L70,USA," 3.06,50",Lake Placid (USA)        ,1/31/2020
3037,Yuliya Grebennikova              ,LC1,RUS," 3.06,51",Kolomna (RUS)            ,10/11/2019
3038,Susanne Vangen Stensvaag         ,L45,NOR," 3.06,56",Hamar (NOR)              ,1/4/2020
3039,Inka Boldingh Debernard          ,LYA,NOR," 3.06,63",Hamar (NOR)              ,12/1/2019
3040,Olesya Mamlaeva                  ,L? ,RUS," 3.06,71",Irkutsk (RUS)            ,1/3/2020
3041,Verena Caspers                   ,LB2,GER," 3.06,77",Grefrath (GER)           ,1/19/2020
3042,Tatyana Gurova                   ,LC1,RUS," 3.06,89",Chelyabinsk (RUS)        ,12/11/2019
3043,Noor Smit                        ,LC2,NED," 3.06,95",Amsterdam (NED)          ,1/4/2020
3044,Sofya Graf                       ,LC1,RUS," 3.07,03",Perm (RUS)               ,2/8/2020
3045,Isa Stokkel                      ,LC2,NED," 3.07,05",Haarlem (NED)            ,2/8/2020
3046,Clare Upton                      ,L50,GBR," 3.07,12",Innsbruck (AUT)          ,1/17/2020
3047,Oona Koivupuisto                 ,LYB,FIN," 3.07,25",Seinäjoki (FIN)          ,3/7/2020
3048,Enkhmaa Anujin                   ,LB1,MGL," 3.07,28",Ulaanbaatar (MGL)        ,1/18/2020
3049,Avery Seman                      ,L? ,CAN," 3.07,32",Calgary (CAN)            ,1/11/2020
3050,Esmee van der Meer               ,LYA,NED," 3.07,49",Den Haag (NED)           ,1/19/2020
3051,Lisanne Kortleve                 ,LN3,NED," 3.07,54",Breda (NED)              ,2/15/2020
3052,Anna Baelde                      ,LC1,NED," 3.07,81",Breda (NED)              ,2/8/2020
3053,Angela Wasson                    ,L? ,CAN," 3.07,98",Halifax (CAN)            ,1/25/2020
3054,Marianne Bouchard                ,LYA,CAN," 3.08,06",Lake Placid (USA)        ,1/11/2020
3055,Olesya Zhabina                   ,LB1,RUS," 3.08,19",Khabarovsk (RUS)         ,1/18/2020
3056,Ethel Pennings-Graat             ,L45,NED," 3.08,25",Breda (NED)              ,3/7/2020
3057,Varvara Shadrina                 ,L? ,RUS," 3.08,36",Saint Petersburg (RUS)   ,11/19/2019
3057,Anna Duronová                    ,LYD,CZE," 3.08,36",Inzell (GER)             ,1/5/2020
3059,Ellen van Toor                   ,L60,NED," 3.08,44",Den Haag (NED)           ,3/8/2020
3060,Anastasiya Baranova              ,L? ,RUS," 3.08,74",Kolomna (RUS)            ,12/14/2019
3061,Genevieve Grenier-Fiset          ,LYB,CAN," 3.08,76",Lake Placid (USA)        ,1/11/2020
3062,Anastasia Astahova               ,L? ,UKR," 3.08,88",Minsk (BLR)              ,2/29/2020
3063,Satomi Nejo (20190050)           ,L? ,JPN," 3.08,93",Hachinohe-Nagane (JPN)   ,11/3/2019
3063,Isabella Arsenault               ,L? ,CAN," 3.08,93",Lake Placid (USA)        ,1/4/2020
3065,Ilse Calsbeek                    ,LC1,NED," 3.08,95",Heerenveen (NED)         ,10/13/2019
3066,Gulden Daukenova                 ,L? ,KAZ," 3.08,96",Nur-Sultan (KAZ)         ,1/16/2020
3067,Emily Johal                      ,L? ,CAN," 3.09,00",Calgary (CAN)            ,2/16/2020
3068,Magdaleena Valge                 ,LYA,EST," 3.09,02",Tallinn (EST)            ,3/7/2020
3069,Yui Sasaki                       ,L? ,JPN," 3.09,06",Hachinohe-Nagane (JPN)   ,12/28/2019
3070,Gerhild Hüser                    ,L60,GER," 3.09,16",Erfurt (GER)             ,12/7/2019
3071,Diana Korsunska                  ,L? ,UKR," 3.09,41",Minsk (BLR)              ,2/29/2020
3072,Roosmarijn Moura Meinsma         ,LYA,NED," 3.09,56",Haarlem (NED)            ,2/2/2020
3073,Lisa Feenstra                    ,LB2,NED," 3.09,69",Eindhoven (NED)          ,2/8/2020
3074,Corinna Wijmans                  ,L50,NED," 3.09,84",Alkmaar (NED)            ,1/18/2020
3074,Sandra Kwaks                     ,L45,NED," 3.09,84",Haarlem (NED)            ,2/8/2020
3076,Marina Mezenceva                 ,LC2,RUS," 3.09,89",Divnogorsk (RUS)         ,1/4/2020
3077,Caitlin Schouten                 ,LSA,NED," 3.09,94",Amsterdam (NED)          ,11/16/2019
3078,Valeriya Rubczova                ,LC2,RUS," 3.09,95",Kirov (RUS)              ,1/11/2020
3079,Karen Verrone                    ,L60,USA," 3.10,17",Lake Placid (USA)        ,1/31/2020
3080,Tuva Sundsvold                   ,LC1,NOR," 3.10,18",Hamar (NOR)              ,3/7/2020
3081,Alexia Neag                      ,L? ,ROU," 3.10,27",Zakopane (POL)           ,12/20/2019
3082,Amelia Pettersson                ,LC1,SWE," 3.10,29",Västerås (SWE)           ,1/19/2020
3083,Erika Leusink Kraft              ,L40,NED," 3.10,50",Heerenveen (NED)         ,2/8/2020
3084,Viktoriya Grechina               ,L? ,RUS," 3.10,57",Kolomna (RUS)            ,12/14/2019
3085,Natalya Gorbacheva               ,LC1,RUS," 3.10,71",Saint Petersburg (RUS)   ,11/19/2019
3086,Evgeniya Martynova               ,L? ,RUS," 3.10,86",Vologda (RUS)            ,12/14/2019
3087,Anniek Manshanden                ,LN1,NED," 3.10,93",Hoorn (NED)              ,10/13/2019
3088,Tatyana Shabarova                ,L? ,RUS," 3.10,96",Saint Petersburg (RUS)   ,11/19/2019
3089,Juliette Larochelle              ,LC1,CAN," 3.11,23",Lake Placid (USA)        ,1/11/2020
3090,Khalida Vorobyova                ,L70,RUS," 3.11,56",Kolomna (RUS)            ,2/29/2020
3091,Kyeong-A Kim                     ,L50,KOR," 3.11,64",Seoul (KOR)              ,2/21/2020
3092,Charlotte Bruring                ,LA1,NED," 3.11,78",Utrecht (NED)            ,11/16/2019
3093,Yuliya Grebneva                  ,LB2,RUS," 3.11,80",Perm (RUS)               ,2/8/2020
3094,Karina Voronkova                 ,LC1,RUS," 3.11,87",Kirov (RUS)              ,1/11/2020
3095,Ariane Joly                      ,LYB,CAN," 3.11,93",Lake Placid (USA)        ,1/11/2020
